"length","formula"
15,"#>((#=A)&(A&B))"
15,"((#=A)&(A&B))>#"
15,"#>((#=A)&(A&#))"
15,"((#=A)&(A&#))>#"
15,"#>((#=A)&(B&A))"
15,"((#=A)&(B&A))>#"
15,"#>((#=A)&(B&B))"
15,"#>((#=A)&(B&#))"
15,"((#=A)&(B&#))>#"
15,"#>((#=A)&(#&A))"
15,"((#=A)&(#&A))>#"
15,"#>((#=A)&(#&B))"
15,"((#=A)&(#&B))>#"
15,"#>((#=A)&(#&#))"
15,"((#=A)&(#&#))>#"
15,"#>((#=A)&(A|A))"
15,"((#=A)&(A|A))>#"
15,"#>((#=A)&(A|B))"
15,"#>((#=A)&(A|#))"
15,"((#=A)&(A|#))>#"
15,"#>((#=A)&(B|A))"
15,"#>((#=A)&(B|B))"
15,"#>((#=A)&(B|#))"
15,"#>((#=A)&(#|A))"
15,"((#=A)&(#|A))>#"
15,"#>((#=A)&(#|B))"
15,"#>((#=A)&(#|#))"
15,"((#=A)&(#|#))>#"
15,"#>((#=A)&(A>A))"
15,"#>((#=A)&(A>B))"
15,"#>((#=A)&(A>#))"
15,"#>((#=A)&(B>A))"
15,"#>((#=A)&(B>B))"
15,"#>((#=A)&(B>#))"
15,"#>((#=A)&(#>A))"
15,"#>((#=A)&(#>B))"
15,"#>((#=A)&(#>#))"
15,"#>((#=A)&(A=A))"
15,"#>((#=A)&(A=B))"
15,"#>((#=A)&(A=#))"
15,"#>((#=A)&(B=A))"
15,"#>((#=A)&(B=B))"
15,"#>((#=A)&(B=#))"
15,"#>((#=A)&(#=A))"
15,"#>((#=A)&(#=B))"
15,"#>((#=A)&(#=#))"
12,"#>((#=B)&~A)"
12,"#>((#=B)&~B)"
12,"#>((#=B)&~#)"
12,"#>((#=B)&+A)"
12,"#>((#=B)&+B)"
12,"#>((#=B)&+#)"
12,"#>((#=B)&-A)"
12,"#>((#=B)&-B)"
12,"#>((#=B)&-#)"
12,"((#=B)&-#)>#"
15,"#>((#=B)&(A&A))"
15,"#>((#=B)&(A&B))"
15,"((#=B)&(A&B))>#"
15,"#>((#=B)&(A&#))"
15,"((#=B)&(A&#))>#"
15,"#>((#=B)&(B&A))"
15,"((#=B)&(B&A))>#"
15,"#>((#=B)&(B&B))"
15,"((#=B)&(B&B))>#"
15,"#>((#=B)&(B&#))"
15,"((#=B)&(B&#))>#"
15,"#>((#=B)&(#&A))"
15,"((#=B)&(#&A))>#"
15,"#>((#=B)&(#&B))"
15,"((#=B)&(#&B))>#"
15,"#>((#=B)&(#&#))"
15,"((#=B)&(#&#))>#"
15,"#>((#=B)&(A|A))"
15,"#>((#=B)&(A|B))"
15,"#>((#=B)&(A|#))"
15,"#>((#=B)&(B|A))"
15,"#>((#=B)&(B|B))"
15,"((#=B)&(B|B))>#"
15,"#>((#=B)&(B|#))"
15,"((#=B)&(B|#))>#"
15,"#>((#=B)&(#|A))"
15,"#>((#=B)&(#|B))"
15,"((#=B)&(#|B))>#"
15,"#>((#=B)&(#|#))"
15,"((#=B)&(#|#))>#"
15,"#>((#=B)&(A>A))"
15,"#>((#=B)&(A>B))"
15,"#>((#=B)&(A>#))"
15,"#>((#=B)&(B>A))"
15,"#>((#=B)&(B>B))"
15,"#>((#=B)&(B>#))"
15,"#>((#=B)&(#>A))"
15,"#>((#=B)&(#>B))"
15,"#>((#=B)&(#>#))"
15,"#>((#=B)&(A=A))"
15,"#>((#=B)&(A=B))"
15,"#>((#=B)&(A=#))"
15,"#>((#=B)&(B=A))"
15,"#>((#=B)&(B=B))"
15,"#>((#=B)&(B=#))"
15,"#>((#=B)&(#=A))"
15,"#>((#=B)&(#=B))"
15,"#>((#=B)&(#=#))"
12,"#>((#=#)&~A)"
12,"#>((#=#)&~B)"
12,"#>((#=#)&~#)"
12,"#>((#=#)&+A)"
12,"#>((#=#)&+B)"
12,"#>((#=#)&+#)"
12,"#>((#=#)&-A)"
12,"#>((#=#)&-B)"
12,"#>((#=#)&-#)"
12,"((#=#)&-#)>#"
15,"#>((#=#)&(A&A))"
15,"#>((#=#)&(A&B))"
15,"#>((#=#)&(A&#))"
15,"((#=#)&(A&#))>#"
15,"#>((#=#)&(B&A))"
15,"#>((#=#)&(B&B))"
15,"#>((#=#)&(B&#))"
15,"((#=#)&(B&#))>#"
15,"#>((#=#)&(#&A))"
15,"((#=#)&(#&A))>#"
15,"#>((#=#)&(#&B))"
15,"((#=#)&(#&B))>#"
15,"#>((#=#)&(#&#))"
15,"((#=#)&(#&#))>#"
15,"#>((#=#)&(A|A))"
15,"#>((#=#)&(A|B))"
15,"#>((#=#)&(A|#))"
15,"#>((#=#)&(B|A))"
15,"#>((#=#)&(B|B))"
15,"#>((#=#)&(B|#))"
15,"#>((#=#)&(#|A))"
15,"#>((#=#)&(#|B))"
15,"#>((#=#)&(#|#))"
15,"((#=#)&(#|#))>#"
15,"#>((#=#)&(A>A))"
15,"#>((#=#)&(A>B))"
15,"#>((#=#)&(A>#))"
15,"#>((#=#)&(B>A))"
15,"#>((#=#)&(B>B))"
15,"#>((#=#)&(B>#))"
15,"#>((#=#)&(#>A))"
15,"#>((#=#)&(#>B))"
15,"#>((#=#)&(#>#))"
15,"#>((#=#)&(A=A))"
15,"#>((#=#)&(A=B))"
15,"#>((#=#)&(A=#))"
15,"#>((#=#)&(B=A))"
15,"#>((#=#)&(B=B))"
15,"#>((#=#)&(B=#))"
15,"#>((#=#)&(#=A))"
15,"#>((#=#)&(#=B))"
15,"#>((#=#)&(#=#))"
9,"#>(~A|~A)"
9,"#>(~A|~B)"
9,"#>(~A|~#)"
9,"#>(~A|+A)"
9,"#>(~A|+B)"
9,"#>(~A|+#)"
9,"#>(~A|-A)"
9,"#>(~A|-B)"
9,"#>(~A|-#)"
12,"#>(~A|(A&A))"
12,"#>(~A|(A&B))"
12,"#>(~A|(A&#))"
12,"#>(~A|(B&A))"
12,"#>(~A|(B&B))"
12,"#>(~A|(B&#))"
12,"#>(~A|(#&A))"
12,"#>(~A|(#&B))"
12,"#>(~A|(#&#))"
12,"#>(~A|(A|A))"
12,"#>(~A|(A|B))"
12,"#>(~A|(A|#))"
12,"#>(~A|(B|A))"
12,"#>(~A|(B|B))"
12,"#>(~A|(B|#))"
12,"#>(~A|(#|A))"
12,"#>(~A|(#|B))"
12,"#>(~A|(#|#))"
12,"#>(~A|(A>A))"
12,"#>(~A|(A>B))"
12,"#>(~A|(A>#))"
12,"#>(~A|(B>A))"
12,"#>(~A|(B>B))"
12,"#>(~A|(B>#))"
12,"#>(~A|(#>A))"
12,"#>(~A|(#>B))"
12,"#>(~A|(#>#))"
12,"#>(~A|(A=A))"
12,"#>(~A|(A=B))"
12,"#>(~A|(A=#))"
12,"#>(~A|(B=A))"
12,"#>(~A|(B=B))"
12,"#>(~A|(B=#))"
12,"#>(~A|(#=A))"
12,"#>(~A|(#=B))"
12,"#>(~A|(#=#))"
9,"#>(~B|~A)"
9,"#>(~B|~B)"
9,"#>(~B|~#)"
9,"#>(~B|+A)"
9,"#>(~B|+B)"
9,"#>(~B|+#)"
9,"#>(~B|-A)"
9,"#>(~B|-B)"
9,"#>(~B|-#)"
12,"#>(~B|(A&A))"
12,"#>(~B|(A&B))"
12,"#>(~B|(A&#))"
12,"#>(~B|(B&A))"
12,"#>(~B|(B&B))"
12,"#>(~B|(B&#))"
12,"#>(~B|(#&A))"
12,"#>(~B|(#&B))"
12,"#>(~B|(#&#))"
12,"#>(~B|(A|A))"
12,"#>(~B|(A|B))"
12,"#>(~B|(A|#))"
12,"#>(~B|(B|A))"
12,"#>(~B|(B|B))"
12,"#>(~B|(B|#))"
12,"#>(~B|(#|A))"
12,"#>(~B|(#|B))"
12,"#>(~B|(#|#))"
12,"#>(~B|(A>A))"
12,"#>(~B|(A>B))"
12,"#>(~B|(A>#))"
12,"#>(~B|(B>A))"
12,"#>(~B|(B>B))"
12,"#>(~B|(B>#))"
12,"#>(~B|(#>A))"
12,"#>(~B|(#>B))"
12,"#>(~B|(#>#))"
12,"#>(~B|(A=A))"
12,"#>(~B|(A=B))"
12,"#>(~B|(A=#))"
12,"#>(~B|(B=A))"
12,"#>(~B|(B=B))"
12,"#>(~B|(B=#))"
12,"#>(~B|(#=A))"
12,"#>(~B|(#=B))"
12,"#>(~B|(#=#))"
9,"#>(~#|~A)"
9,"#>(~#|~B)"
9,"#>(~#|~#)"
9,"#>(~#|+A)"
9,"#>(~#|+B)"
9,"#>(~#|+#)"
9,"#>(~#|-A)"
9,"#>(~#|-B)"
9,"#>(~#|-#)"
12,"#>(~#|(A&A))"
12,"#>(~#|(A&B))"
12,"#>(~#|(A&#))"
12,"#>(~#|(B&A))"
12,"#>(~#|(B&B))"
12,"#>(~#|(B&#))"
12,"#>(~#|(#&A))"
12,"#>(~#|(#&B))"
12,"#>(~#|(#&#))"
12,"#>(~#|(A|A))"
12,"#>(~#|(A|B))"
12,"#>(~#|(A|#))"
12,"#>(~#|(B|A))"
12,"#>(~#|(B|B))"
12,"#>(~#|(B|#))"
12,"#>(~#|(#|A))"
12,"#>(~#|(#|B))"
12,"#>(~#|(#|#))"
12,"#>(~#|(A>A))"
12,"#>(~#|(A>B))"
12,"#>(~#|(A>#))"
12,"#>(~#|(B>A))"
12,"#>(~#|(B>B))"
12,"#>(~#|(B>#))"
12,"#>(~#|(#>A))"
12,"#>(~#|(#>B))"
12,"#>(~#|(#>#))"
12,"#>(~#|(A=A))"
12,"#>(~#|(A=B))"
12,"#>(~#|(A=#))"
12,"#>(~#|(B=A))"
12,"#>(~#|(B=B))"
12,"#>(~#|(B=#))"
12,"#>(~#|(#=A))"
12,"#>(~#|(#=B))"
12,"#>(~#|(#=#))"
9,"#>(+A|~A)"
9,"#>(+A|~B)"
9,"#>(+A|~#)"
9,"#>(+A|+A)"
9,"#>(+A|+B)"
9,"#>(+A|+#)"
9,"#>(+A|-A)"
9,"#>(+A|-B)"
9,"#>(+A|-#)"
12,"#>(+A|(A&A))"
12,"#>(+A|(A&B))"
12,"#>(+A|(A&#))"
12,"#>(+A|(B&A))"
12,"#>(+A|(B&B))"
12,"#>(+A|(B&#))"
12,"#>(+A|(#&A))"
12,"#>(+A|(#&B))"
12,"#>(+A|(#&#))"
12,"#>(+A|(A|A))"
12,"#>(+A|(A|B))"
12,"#>(+A|(A|#))"
12,"#>(+A|(B|A))"
12,"#>(+A|(B|B))"
12,"#>(+A|(B|#))"
12,"#>(+A|(#|A))"
12,"#>(+A|(#|B))"
12,"#>(+A|(#|#))"
12,"#>(+A|(A>A))"
12,"#>(+A|(A>B))"
12,"#>(+A|(A>#))"
12,"#>(+A|(B>A))"
12,"#>(+A|(B>B))"
12,"#>(+A|(B>#))"
12,"#>(+A|(#>A))"
12,"#>(+A|(#>B))"
12,"#>(+A|(#>#))"
12,"#>(+A|(A=A))"
12,"#>(+A|(A=B))"
12,"#>(+A|(A=#))"
12,"#>(+A|(B=A))"
12,"#>(+A|(B=B))"
12,"#>(+A|(B=#))"
12,"#>(+A|(#=A))"
12,"#>(+A|(#=B))"
12,"#>(+A|(#=#))"
9,"#>(+B|~A)"
9,"#>(+B|~B)"
9,"#>(+B|~#)"
9,"#>(+B|+A)"
9,"#>(+B|+B)"
9,"#>(+B|+#)"
9,"#>(+B|-A)"
9,"#>(+B|-B)"
9,"#>(+B|-#)"
12,"#>(+B|(A&A))"
12,"#>(+B|(A&B))"
12,"#>(+B|(A&#))"
12,"#>(+B|(B&A))"
12,"#>(+B|(B&B))"
12,"#>(+B|(B&#))"
12,"#>(+B|(#&A))"
12,"#>(+B|(#&B))"
12,"#>(+B|(#&#))"
12,"#>(+B|(A|A))"
12,"#>(+B|(A|B))"
12,"#>(+B|(A|#))"
12,"#>(+B|(B|A))"
12,"#>(+B|(B|B))"
12,"#>(+B|(B|#))"
12,"#>(+B|(#|A))"
12,"#>(+B|(#|B))"
12,"#>(+B|(#|#))"
12,"#>(+B|(A>A))"
12,"#>(+B|(A>B))"
12,"#>(+B|(A>#))"
12,"#>(+B|(B>A))"
12,"#>(+B|(B>B))"
12,"#>(+B|(B>#))"
12,"#>(+B|(#>A))"
12,"#>(+B|(#>B))"
12,"#>(+B|(#>#))"
12,"#>(+B|(A=A))"
12,"#>(+B|(A=B))"
12,"#>(+B|(A=#))"
12,"#>(+B|(B=A))"
12,"#>(+B|(B=B))"
12,"#>(+B|(B=#))"
12,"#>(+B|(#=A))"
12,"#>(+B|(#=B))"
12,"#>(+B|(#=#))"
9,"#>(+#|~A)"
9,"#>(+#|~B)"
9,"#>(+#|~#)"
9,"#>(+#|+A)"
9,"#>(+#|+B)"
9,"#>(+#|+#)"
9,"#>(+#|-A)"
9,"#>(+#|-B)"
9,"#>(+#|-#)"
12,"#>(+#|(A&A))"
12,"#>(+#|(A&B))"
12,"#>(+#|(A&#))"
12,"#>(+#|(B&A))"
12,"#>(+#|(B&B))"
12,"#>(+#|(B&#))"
12,"#>(+#|(#&A))"
12,"#>(+#|(#&B))"
12,"#>(+#|(#&#))"
12,"#>(+#|(A|A))"
12,"#>(+#|(A|B))"
12,"#>(+#|(A|#))"
12,"#>(+#|(B|A))"
12,"#>(+#|(B|B))"
12,"#>(+#|(B|#))"
12,"#>(+#|(#|A))"
12,"#>(+#|(#|B))"
12,"#>(+#|(#|#))"
12,"#>(+#|(A>A))"
12,"#>(+#|(A>B))"
12,"#>(+#|(A>#))"
12,"#>(+#|(B>A))"
12,"#>(+#|(B>B))"
12,"#>(+#|(B>#))"
12,"#>(+#|(#>A))"
12,"#>(+#|(#>B))"
12,"#>(+#|(#>#))"
12,"#>(+#|(A=A))"
12,"#>(+#|(A=B))"
12,"#>(+#|(A=#))"
12,"#>(+#|(B=A))"
12,"#>(+#|(B=B))"
12,"#>(+#|(B=#))"
12,"#>(+#|(#=A))"
12,"#>(+#|(#=B))"
12,"#>(+#|(#=#))"
9,"#>(-A|~A)"
9,"#>(-A|~B)"
9,"#>(-A|~#)"
9,"#>(-A|+A)"
9,"#>(-A|+B)"
9,"#>(-A|+#)"
9,"#>(-A|-A)"
9,"#>(-A|-B)"
9,"#>(-A|-#)"
12,"#>(-A|(A&A))"
12,"#>(-A|(A&B))"
12,"#>(-A|(A&#))"
12,"#>(-A|(B&A))"
12,"#>(-A|(B&B))"
12,"#>(-A|(B&#))"
12,"#>(-A|(#&A))"
12,"#>(-A|(#&B))"
12,"#>(-A|(#&#))"
12,"#>(-A|(A|A))"
12,"#>(-A|(A|B))"
12,"#>(-A|(A|#))"
12,"#>(-A|(B|A))"
12,"#>(-A|(B|B))"
12,"#>(-A|(B|#))"
12,"#>(-A|(#|A))"
12,"#>(-A|(#|B))"
12,"#>(-A|(#|#))"
12,"#>(-A|(A>A))"
12,"#>(-A|(A>B))"
12,"#>(-A|(A>#))"
12,"#>(-A|(B>A))"
12,"#>(-A|(B>B))"
12,"#>(-A|(B>#))"
12,"#>(-A|(#>A))"
12,"#>(-A|(#>B))"
12,"#>(-A|(#>#))"
12,"#>(-A|(A=A))"
12,"#>(-A|(A=B))"
12,"#>(-A|(A=#))"
12,"#>(-A|(B=A))"
12,"#>(-A|(B=B))"
12,"#>(-A|(B=#))"
12,"#>(-A|(#=A))"
12,"#>(-A|(#=B))"
12,"#>(-A|(#=#))"
9,"#>(-B|~A)"
9,"#>(-B|~B)"
9,"#>(-B|~#)"
9,"#>(-B|+A)"
9,"#>(-B|+B)"
9,"#>(-B|+#)"
9,"#>(-B|-A)"
9,"#>(-B|-B)"
9,"#>(-B|-#)"
12,"#>(-B|(A&A))"
12,"#>(-B|(A&B))"
12,"#>(-B|(A&#))"
12,"#>(-B|(B&A))"
12,"#>(-B|(B&B))"
12,"#>(-B|(B&#))"
12,"#>(-B|(#&A))"
12,"#>(-B|(#&B))"
12,"#>(-B|(#&#))"
12,"#>(-B|(A|A))"
12,"#>(-B|(A|B))"
12,"#>(-B|(A|#))"
12,"#>(-B|(B|A))"
12,"#>(-B|(B|B))"
12,"#>(-B|(B|#))"
12,"#>(-B|(#|A))"
12,"#>(-B|(#|B))"
12,"#>(-B|(#|#))"
12,"#>(-B|(A>A))"
12,"#>(-B|(A>B))"
12,"#>(-B|(A>#))"
12,"#>(-B|(B>A))"
12,"#>(-B|(B>B))"
12,"#>(-B|(B>#))"
12,"#>(-B|(#>A))"
12,"#>(-B|(#>B))"
12,"#>(-B|(#>#))"
12,"#>(-B|(A=A))"
12,"#>(-B|(A=B))"
12,"#>(-B|(A=#))"
12,"#>(-B|(B=A))"
12,"#>(-B|(B=B))"
12,"#>(-B|(B=#))"
12,"#>(-B|(#=A))"
12,"#>(-B|(#=B))"
12,"#>(-B|(#=#))"
9,"#>(-#|~A)"
9,"#>(-#|~B)"
9,"#>(-#|~#)"
9,"#>(-#|+A)"
9,"#>(-#|+B)"
9,"#>(-#|+#)"
9,"#>(-#|-A)"
9,"#>(-#|-B)"
9,"#>(-#|-#)"
9,"(-#|-#)>#"
12,"#>(-#|(A&A))"
12,"#>(-#|(A&B))"
12,"#>(-#|(A&#))"
12,"(-#|(A&#))>#"
12,"#>(-#|(B&A))"
12,"#>(-#|(B&B))"
12,"#>(-#|(B&#))"
12,"(-#|(B&#))>#"
12,"#>(-#|(#&A))"
12,"(-#|(#&A))>#"
12,"#>(-#|(#&B))"
12,"(-#|(#&B))>#"
12,"#>(-#|(#&#))"
12,"(-#|(#&#))>#"
12,"#>(-#|(A|A))"
12,"#>(-#|(A|B))"
12,"#>(-#|(A|#))"
12,"#>(-#|(B|A))"
12,"#>(-#|(B|B))"
12,"#>(-#|(B|#))"
12,"#>(-#|(#|A))"
12,"#>(-#|(#|B))"
12,"#>(-#|(#|#))"
12,"(-#|(#|#))>#"
12,"#>(-#|(A>A))"
12,"#>(-#|(A>B))"
12,"#>(-#|(A>#))"
12,"#>(-#|(B>A))"
12,"#>(-#|(B>B))"
12,"#>(-#|(B>#))"
12,"#>(-#|(#>A))"
12,"#>(-#|(#>B))"
12,"#>(-#|(#>#))"
12,"#>(-#|(A=A))"
12,"#>(-#|(A=B))"
12,"#>(-#|(A=#))"
12,"#>(-#|(B=A))"
12,"#>(-#|(B=B))"
12,"#>(-#|(B=#))"
12,"#>(-#|(#=A))"
12,"#>(-#|(#=B))"
12,"#>(-#|(#=#))"
12,"#>((A&A)|~A)"
12,"#>((A&A)|~B)"
12,"#>((A&A)|~#)"
12,"#>((A&A)|+A)"
12,"#>((A&A)|+B)"
12,"#>((A&A)|+#)"
12,"#>((A&A)|-A)"
12,"#>((A&A)|-B)"
12,"#>((A&A)|-#)"
15,"#>((A&A)|(A&A))"
15,"#>((A&A)|(A&B))"
15,"#>((A&A)|(A&#))"
15,"#>((A&A)|(B&A))"
15,"#>((A&A)|(B&B))"
15,"#>((A&A)|(B&#))"
15,"#>((A&A)|(#&A))"
15,"#>((A&A)|(#&B))"
15,"#>((A&A)|(#&#))"
15,"#>((A&A)|(A|A))"
15,"#>((A&A)|(A|B))"
15,"#>((A&A)|(A|#))"
15,"#>((A&A)|(B|A))"
15,"#>((A&A)|(B|B))"
15,"#>((A&A)|(B|#))"
15,"#>((A&A)|(#|A))"
15,"#>((A&A)|(#|B))"
15,"#>((A&A)|(#|#))"
15,"#>((A&A)|(A>A))"
15,"#>((A&A)|(A>B))"
15,"#>((A&A)|(A>#))"
15,"#>((A&A)|(B>A))"
15,"#>((A&A)|(B>B))"
15,"#>((A&A)|(B>#))"
15,"#>((A&A)|(#>A))"
15,"#>((A&A)|(#>B))"
15,"#>((A&A)|(#>#))"
15,"#>((A&A)|(A=A))"
15,"#>((A&A)|(A=B))"
15,"#>((A&A)|(A=#))"
15,"#>((A&A)|(B=A))"
15,"#>((A&A)|(B=B))"
15,"#>((A&A)|(B=#))"
15,"#>((A&A)|(#=A))"
15,"#>((A&A)|(#=B))"
15,"#>((A&A)|(#=#))"
12,"#>((A&B)|~A)"
12,"#>((A&B)|~B)"
12,"#>((A&B)|~#)"
12,"#>((A&B)|+A)"
12,"#>((A&B)|+B)"
12,"#>((A&B)|+#)"
12,"#>((A&B)|-A)"
12,"#>((A&B)|-B)"
12,"#>((A&B)|-#)"
15,"#>((A&B)|(A&A))"
15,"#>((A&B)|(A&B))"
15,"#>((A&B)|(A&#))"
15,"#>((A&B)|(B&A))"
15,"#>((A&B)|(B&B))"
15,"#>((A&B)|(B&#))"
15,"#>((A&B)|(#&A))"
15,"#>((A&B)|(#&B))"
15,"#>((A&B)|(#&#))"
15,"#>((A&B)|(A|A))"
15,"#>((A&B)|(A|B))"
15,"#>((A&B)|(A|#))"
15,"#>((A&B)|(B|A))"
15,"#>((A&B)|(B|B))"
15,"#>((A&B)|(B|#))"
15,"#>((A&B)|(#|A))"
15,"#>((A&B)|(#|B))"
15,"#>((A&B)|(#|#))"
15,"#>((A&B)|(A>A))"
15,"#>((A&B)|(A>B))"
15,"#>((A&B)|(A>#))"
15,"#>((A&B)|(B>A))"
15,"#>((A&B)|(B>B))"
15,"#>((A&B)|(B>#))"
15,"#>((A&B)|(#>A))"
15,"#>((A&B)|(#>B))"
15,"#>((A&B)|(#>#))"
15,"#>((A&B)|(A=A))"
15,"#>((A&B)|(A=B))"
15,"#>((A&B)|(A=#))"
15,"#>((A&B)|(B=A))"
15,"#>((A&B)|(B=B))"
15,"#>((A&B)|(B=#))"
15,"#>((A&B)|(#=A))"
15,"#>((A&B)|(#=B))"
15,"#>((A&B)|(#=#))"
12,"#>((A&#)|~A)"
12,"#>((A&#)|~B)"
12,"#>((A&#)|~#)"
12,"#>((A&#)|+A)"
12,"#>((A&#)|+B)"
12,"#>((A&#)|+#)"
12,"#>((A&#)|-A)"
12,"#>((A&#)|-B)"
12,"#>((A&#)|-#)"
12,"((A&#)|-#)>#"
15,"#>((A&#)|(A&A))"
15,"#>((A&#)|(A&B))"
15,"#>((A&#)|(A&#))"
15,"((A&#)|(A&#))>#"
15,"#>((A&#)|(B&A))"
15,"#>((A&#)|(B&B))"
15,"#>((A&#)|(B&#))"
15,"((A&#)|(B&#))>#"
15,"#>((A&#)|(#&A))"
15,"((A&#)|(#&A))>#"
15,"#>((A&#)|(#&B))"
15,"((A&#)|(#&B))>#"
15,"#>((A&#)|(#&#))"
15,"((A&#)|(#&#))>#"
15,"#>((A&#)|(A|A))"
15,"#>((A&#)|(A|B))"
15,"#>((A&#)|(A|#))"
15,"#>((A&#)|(B|A))"
15,"#>((A&#)|(B|B))"
15,"#>((A&#)|(B|#))"
15,"#>((A&#)|(#|A))"
15,"#>((A&#)|(#|B))"
15,"#>((A&#)|(#|#))"
15,"((A&#)|(#|#))>#"
15,"#>((A&#)|(A>A))"
15,"#>((A&#)|(A>B))"
15,"#>((A&#)|(A>#))"
15,"#>((A&#)|(B>A))"
15,"#>((A&#)|(B>B))"
15,"#>((A&#)|(B>#))"
15,"#>((A&#)|(#>A))"
15,"#>((A&#)|(#>B))"
15,"#>((A&#)|(#>#))"
15,"#>((A&#)|(A=A))"
15,"#>((A&#)|(A=B))"
15,"#>((A&#)|(A=#))"
15,"#>((A&#)|(B=A))"
15,"#>((A&#)|(B=B))"
15,"#>((A&#)|(B=#))"
15,"#>((A&#)|(#=A))"
15,"#>((A&#)|(#=B))"
15,"#>((A&#)|(#=#))"
12,"#>((B&A)|~A)"
12,"#>((B&A)|~B)"
12,"#>((B&A)|~#)"
12,"#>((B&A)|+A)"
12,"#>((B&A)|+B)"
12,"#>((B&A)|+#)"
12,"#>((B&A)|-A)"
12,"#>((B&A)|-B)"
12,"#>((B&A)|-#)"
15,"#>((B&A)|(A&A))"
15,"#>((B&A)|(A&B))"
15,"#>((B&A)|(A&#))"
15,"#>((B&A)|(B&A))"
15,"#>((B&A)|(B&B))"
15,"#>((B&A)|(B&#))"
15,"#>((B&A)|(#&A))"
15,"#>((B&A)|(#&B))"
15,"#>((B&A)|(#&#))"
15,"#>((B&A)|(A|A))"
15,"#>((B&A)|(A|B))"
15,"#>((B&A)|(A|#))"
15,"#>((B&A)|(B|A))"
15,"#>((B&A)|(B|B))"
15,"#>((B&A)|(B|#))"
15,"#>((B&A)|(#|A))"
15,"#>((B&A)|(#|B))"
15,"#>((B&A)|(#|#))"
15,"#>((B&A)|(A>A))"
15,"#>((B&A)|(A>B))"
15,"#>((B&A)|(A>#))"
15,"#>((B&A)|(B>A))"
15,"#>((B&A)|(B>B))"
15,"#>((B&A)|(B>#))"
15,"#>((B&A)|(#>A))"
15,"#>((B&A)|(#>B))"
15,"#>((B&A)|(#>#))"
15,"#>((B&A)|(A=A))"
15,"#>((B&A)|(A=B))"
15,"#>((B&A)|(A=#))"
15,"#>((B&A)|(B=A))"
15,"#>((B&A)|(B=B))"
15,"#>((B&A)|(B=#))"
15,"#>((B&A)|(#=A))"
15,"#>((B&A)|(#=B))"
15,"#>((B&A)|(#=#))"
12,"#>((B&B)|~A)"
12,"#>((B&B)|~B)"
12,"#>((B&B)|~#)"
12,"#>((B&B)|+A)"
12,"#>((B&B)|+B)"
12,"#>((B&B)|+#)"
12,"#>((B&B)|-A)"
12,"#>((B&B)|-B)"
12,"#>((B&B)|-#)"
15,"#>((B&B)|(A&A))"
15,"#>((B&B)|(A&B))"
15,"#>((B&B)|(A&#))"
15,"#>((B&B)|(B&A))"
15,"#>((B&B)|(B&B))"
15,"#>((B&B)|(B&#))"
15,"#>((B&B)|(#&A))"
15,"#>((B&B)|(#&B))"
15,"#>((B&B)|(#&#))"
15,"#>((B&B)|(A|A))"
15,"#>((B&B)|(A|B))"
15,"#>((B&B)|(A|#))"
15,"#>((B&B)|(B|A))"
15,"#>((B&B)|(B|B))"
15,"#>((B&B)|(B|#))"
15,"#>((B&B)|(#|A))"
15,"#>((B&B)|(#|B))"
15,"#>((B&B)|(#|#))"
15,"#>((B&B)|(A>A))"
15,"#>((B&B)|(A>B))"
15,"#>((B&B)|(A>#))"
15,"#>((B&B)|(B>A))"
15,"#>((B&B)|(B>B))"
15,"#>((B&B)|(B>#))"
15,"#>((B&B)|(#>A))"
15,"#>((B&B)|(#>B))"
15,"#>((B&B)|(#>#))"
15,"#>((B&B)|(A=A))"
15,"#>((B&B)|(A=B))"
15,"#>((B&B)|(A=#))"
15,"#>((B&B)|(B=A))"
15,"#>((B&B)|(B=B))"
15,"#>((B&B)|(B=#))"
15,"#>((B&B)|(#=A))"
15,"#>((B&B)|(#=B))"
15,"#>((B&B)|(#=#))"
12,"#>((B&#)|~A)"
12,"#>((B&#)|~B)"
12,"#>((B&#)|~#)"
12,"#>((B&#)|+A)"
12,"#>((B&#)|+B)"
12,"#>((B&#)|+#)"
12,"#>((B&#)|-A)"
12,"#>((B&#)|-B)"
12,"#>((B&#)|-#)"
12,"((B&#)|-#)>#"
15,"#>((B&#)|(A&A))"
15,"#>((B&#)|(A&B))"
15,"#>((B&#)|(A&#))"
15,"((B&#)|(A&#))>#"
15,"#>((B&#)|(B&A))"
15,"#>((B&#)|(B&B))"
15,"#>((B&#)|(B&#))"
15,"((B&#)|(B&#))>#"
15,"#>((B&#)|(#&A))"
15,"((B&#)|(#&A))>#"
15,"#>((B&#)|(#&B))"
15,"((B&#)|(#&B))>#"
15,"#>((B&#)|(#&#))"
15,"((B&#)|(#&#))>#"
15,"#>((B&#)|(A|A))"
15,"#>((B&#)|(A|B))"
15,"#>((B&#)|(A|#))"
15,"#>((B&#)|(B|A))"
15,"#>((B&#)|(B|B))"
15,"#>((B&#)|(B|#))"
15,"#>((B&#)|(#|A))"
15,"#>((B&#)|(#|B))"
15,"#>((B&#)|(#|#))"
15,"((B&#)|(#|#))>#"
15,"#>((B&#)|(A>A))"
15,"#>((B&#)|(A>B))"
15,"#>((B&#)|(A>#))"
15,"#>((B&#)|(B>A))"
15,"#>((B&#)|(B>B))"
15,"#>((B&#)|(B>#))"
